time,actual_roll,actual_pitch,actual_yaw,estimated_roll,estimated_pitch,estimated_yaw,reference_roll,reference_pitch,reference_yawrate,m1,m2,m3,m4,l1,l2,l3,l4
7.195000,10.471734,12.369533,-0.058074,11.156229,11.820065,0.000000,0.000000,0.000000,0.000000,46.248569,45.780117,45.221637,45.856413,0.264870,-0.001155,0.000000,0.000000
7.245000,8.035261,10.274505,-0.064396,7.937986,9.170361,0.000000,-5.000000,0.000000,0.000000,45.351339,46.306554,46.112764,45.334554,0.264870,-0.001224,-4.000000,0.000000
7.295000,5.353150,8.619171,-0.070157,4.560031,7.320825,0.000000,-9.000000,0.000000,0.000000,45.941863,46.216526,45.531395,45.415427,0.264870,-0.001061,-8.000000,0.000000
7.345000,2.527413,7.315378,-0.074935,1.398779,5.739028,0.000000,-13.000000,0.000000,0.000000,45.262837,45.726711,46.224155,45.889982,0.264870,-0.000899,-12.000000,0.000000
7.395000,-0.492746,6.267749,-0.078982,-1.791702,4.762182,0.000000,-17.000000,0.000000,0.000000,45.839628,45.989166,45.656519,45.619898,0.264870,-0.000778,-17.000000,0.000000
7.445000,-3.588703,5.397345,-0.082480,-5.977279,3.935215,0.000000,-21.000000,0.000000,0.000000,45.444419,45.900664,46.060883,45.700771,0.264870,-0.000661,-21.000000,0.000000
7.495000,-6.803110,4.661879,-0.085521,-9.371279,3.340149,0.000000,-25.000000,0.000000,0.000000,45.873198,46.149386,45.638209,45.444419,0.264870,-0.000580,-25.000000,0.000000
7.545000,-10.121886,4.055715,-0.088152,-13.293055,2.731454,0.000000,-30.000000,0.000000,0.000000,45.876249,45.938811,45.642786,45.647364,0.264870,-0.000474,-29.000000,0.000000
7.595000,-13.518559,3.566760,-0.090319,-16.744712,2.257311,0.000000,-34.000000,0.000000,0.000000,46.033417,46.037995,45.490196,45.543603,0.264870,-0.000401,-33.000000,0.000000
7.645000,-17.011885,3.156369,-0.092148,-21.035436,1.645802,0.000000,-38.000000,0.000000,0.000000,44.960708,45.207904,46.565957,46.370642,0.264870,-0.000348,-37.000000,0.000000
7.695000,-20.377653,2.848975,-0.093582,-24.655592,1.480367,0.000000,-38.000000,0.000000,0.000000,45.224689,45.195697,46.309606,46.375219,0.264870,-0.000254,-38.000000,0.000000
7.744000,-22.548693,2.572370,-0.094500,-26.601785,1.272348,0.000000,-34.000000,0.000000,0.000000,45.271992,45.307088,46.269932,46.256199,0.264870,-0.000139,-34.000000,0.000000
7.794000,-23.593434,2.329295,-0.094916,-27.547965,1.314647,0.000000,-30.000000,0.000000,0.000000,45.349813,45.261311,46.198215,46.295872,0.264870,-0.000052,-30.000000,0.000000
7.844000,-23.677177,2.094523,-0.095004,-27.426486,1.181734,0.000000,-25.000000,0.000000,0.000000,45.371176,45.328450,46.181430,46.224155,0.264870,-0.000000,-26.000000,0.000000
7.894000,-23.035764,1.893310,-0.094888,-25.896359,0.752449,0.000000,-21.000000,0.000000,0.000000,45.481041,45.464256,46.074617,46.085298,0.264870,0.000029,-22.000000,0.000000
7.944000,-21.868582,1.740246,-0.094689,-23.872550,0.800814,0.000000,-17.000000,0.000000,0.000000,45.970855,46.018158,45.584802,45.531395,0.264870,0.000047,-18.000000,0.000000
7.994000,-20.285137,1.579314,-0.094398,-21.995469,0.834492,0.000000,-13.000000,0.000000,0.000000,45.485618,45.485618,46.071565,46.062409,0.264870,0.000065,-13.000000,0.000000
8.044000,-18.296498,1.431273,-0.094005,-19.657901,0.592172,0.000000,-9.000000,0.000000,0.000000,45.484092,45.616846,46.074617,45.929656,0.264870,0.000080,-9.000000,0.000000
8.094000,-15.997269,1.328266,-0.093685,-16.426189,0.342704,0.000000,-5.000000,0.000000,0.000000,45.793851,45.902190,45.763333,45.645838,0.264870,0.000062,-5.000000,0.000000
8.144000,-13.448100,1.271517,-0.093458,-13.428173,0.087255,0.000000,0.000000,0.000000,0.000000,45.564965,45.590906,45.990692,45.958648,0.264870,0.000033,-1.000000,0.000000
8.194000,-11.216083,1.250532,-0.093360,-10.600561,0.161508,0.000000,-4.000000,0.000000,0.000000,46.561379,46.416419,44.992752,45.134661,0.264870,0.000016,-3.000000,0.000000
8.244000,-10.297691,1.180476,-0.093322,-9.420315,0.482653,0.000000,-8.000000,0.000000,0.000000,45.853361,45.729763,45.699245,45.822843,0.264870,0.000007,-7.000000,0.000000
8.294000,-10.333507,1.086303,-0.093289,-9.448079,0.335743,0.000000,-12.000000,0.000000,0.000000,46.048676,46.240940,45.503929,45.311666,0.264870,-0.000003,-12.000000,0.000000
8.344000,-11.127414,1.010160,-0.093344,-10.522465,0.449959,0.000000,-16.000000,0.000000,0.000000,46.207370,46.150912,45.345235,45.403220,0.264870,-0.000019,-16.000000,0.000000
8.394000,-12.505242,0.940545,-0.093449,-12.253944,0.389351,0.000000,-20.000000,0.000000,0.000000,46.115816,46.056306,45.435264,45.497826,0.264870,-0.000021,-20.000000,0.000000
8.444000,-14.337537,0.876046,-0.093580,-14.348800,0.214998,0.000000,-25.000000,0.000000,0.000000,45.958648,46.103609,45.592432,45.450523,0.264870,-0.000025,-24.000000,0.000000
8.494000,-16.555583,0.843396,-0.093695,-17.463471,0.252204,0.000000,-29.000000,0.000000,0.000000,45.854887,45.767910,45.696193,45.786221,0.264870,-0.000019,-28.000000,0.000000
8.544000,-19.017641,0.805758,-0.093806,-20.213871,0.253922,0.000000,-33.000000,0.000000,0.000000,45.650416,45.491722,45.900664,46.062409,0.264870,-0.000022,-32.000000,0.000000
8.594000,-21.708356,0.765018,-0.093945,-23.465929,0.087224,0.000000,-37.000000,0.000000,0.000000,45.915923,46.044099,45.635157,45.510033,0.264870,-0.000023,-37.000000,0.000000
8.644000,-24.501066,0.731110,-0.094054,-26.569328,0.029837,0.000000,-39.000000,0.000000,0.000000,44.998856,45.091936,46.552224,46.463722,0.264870,-0.000025,-39.000000,0.000000
8.694000,-26.435319,0.716227,-0.094122,-29.001574,-0.001095,0.000000,-35.000000,0.000000,0.000000,45.166705,45.185016,46.385901,46.367590,0.264870,-0.000007,-35.000000,0.000000
8.745000,-27.172654,0.695412,-0.094129,-29.895607,0.277658,0.000000,-30.000000,0.000000,0.000000,45.363546,45.281147,46.189059,46.271458,0.264870,-0.000002,-31.000000,0.000000
8.794000,-26.969415,0.612422,-0.094117,-29.361832,0.548349,0.000000,-26.000000,0.000000,0.000000,45.207904,45.310140,46.344701,46.242466,0.264870,0.000005,-27.000000,0.000000
8.843000,-26.095048,0.525286,-0.094033,-27.709639,0.291043,0.000000,-22.000000,0.000000,0.000000,45.912871,45.908293,45.641260,45.642786,0.264870,0.000020,-23.000000,0.000000
8.893000,-24.702985,0.461053,-0.093937,-25.747019,0.390770,0.000000,-18.000000,0.000000,0.000000,45.560388,45.612268,45.993744,45.938811,0.264870,0.000021,-18.000000,0.000000
8.943000,-22.925657,0.395557,-0.093801,-23.492415,0.137619,0.000000,-14.000000,0.000000,0.000000,45.400168,45.566491,46.153964,45.984588,0.264870,0.000029,-14.000000,0.000000
8.993000,-20.777927,0.346122,-0.093683,-21.243326,0.112412,0.000000,-9.000000,0.000000,0.000000,45.447471,45.572595,46.106661,45.978485,0.264870,0.000030,-10.000000,0.000000
9.043000,-18.304570,0.319983,-0.093586,-17.830224,0.088387,0.000000,-5.000000,0.000000,0.000000,45.571069,45.604639,45.983062,45.946441,0.264870,0.000015,-6.000000,0.000000
9.093000,-15.604633,0.312778,-0.093538,-14.851362,-0.076134,0.000000,-1.000000,0.000000,0.000000,45.741970,45.728237,45.810636,45.822843,0.264870,0.000002,-2.000000,0.000000
9.143000,-12.903899,0.160400,-0.093320,-11.432509,-0.206128,0.000000,0.000000,-3.000000,0.000000,45.870146,45.943389,45.691615,45.601587,0.264870,0.000135,0.000000,0.000000
9.193000,-10.781017,-0.662601,-0.091719,-9.045994,-0.787669,0.000000,0.000000,-7.000000,0.000000,46.480507,45.464256,45.102617,46.057832,0.264870,0.000435,0.000000,0.000000
9.243000,-9.117533,-2.060362,-0.089022,-7.016029,-2.891043,0.000000,0.000000,-11.000000,0.000000,46.337072,45.421530,45.255207,46.089876,0.264870,0.000587,0.000000,0.000000
9.293000,-7.783157,-3.866992,-0.086047,-5.507734,-5.131852,0.000000,0.000000,-16.000000,0.000000,46.326390,45.848783,45.268940,45.661097,0.264870,0.000591,0.000000,0.000000
9.343000,-6.737631,-6.029697,-0.083193,-4.533028,-7.523968,0.000000,0.000000,-20.000000,0.000000,46.280613,45.342184,45.311666,46.170748,0.264870,0.000542,0.000000,0.000000
9.393000,-5.895963,-8.518142,-0.080532,-3.553329,-10.133310,0.000000,0.000000,-24.000000,0.000000,46.314183,45.462730,45.275044,46.053254,0.264870,0.000513,0.000000,0.000000
9.443000,-5.221074,-11.263091,-0.078179,-3.193485,-13.704154,0.000000,0.000000,-28.000000,0.000000,45.421530,46.160067,46.163119,45.358968,0.264870,0.000457,0.000000,0.000000
9.493000,-4.632702,-14.191806,-0.075999,-2.332998,-16.776133,0.000000,0.000000,-32.000000,0.000000,45.813687,45.960174,45.769436,45.561913,0.264870,0.000421,0.000000,0.000000
9.543000,-4.164926,-17.226604,-0.074152,-1.964035,-20.398370,0.000000,0.000000,-36.000000,0.000000,46.160067,45.447471,45.418479,46.080720,0.264870,0.000347,0.000000,0.000000
9.593000,-3.780323,-20.382906,-0.072605,-1.742630,-23.595390,0.000000,0.000000,-39.000000,0.000000,46.044099,45.581750,45.529870,45.949493,0.264870,0.000296,0.000000,0.000000
9.643000,-3.430355,-22.900185,-0.071340,-1.749979,-26.837172,0.000000,0.000000,-35.000000,0.000000,44.989700,46.562905,46.579690,44.972915,0.264870,0.000197,0.000000,0.000000
9.693000,-3.087720,-24.165860,-0.070652,-1.590832,-28.005091,0.000000,0.000000,-31.000000,0.000000,44.808118,46.684977,46.752117,44.859998,0.264870,0.000096,0.000000,0.000000
9.743000,-2.761123,-24.473411,-0.070413,-1.386843,-27.773228,0.000000,0.000000,-27.000000,0.000000,45.915923,45.731289,45.638209,45.819791,0.264870,0.000017,0.000000,0.000000
9.793000,-2.498513,-24.064203,-0.070480,-1.229864,-27.095598,0.000000,0.000000,-23.000000,0.000000,45.204852,46.314183,46.344701,45.241474,0.264870,-0.000030,0.000000,0.000000
9.843000,-2.258135,-23.061017,-0.070725,-1.194528,-25.095680,0.000000,0.000000,-19.000000,0.000000,45.325399,46.202792,46.224155,45.354391,0.264870,-0.000063,0.000000,0.000000
9.893000,-2.022116,-21.624550,-0.071115,-1.131813,-23.067678,0.000000,0.000000,-14.000000,0.000000,45.645838,46.022736,45.900664,45.535973,0.264870,-0.000089,0.000000,0.000000
9.943000,-1.791330,-19.796316,-0.071590,-1.373493,-20.961500,0.000000,0.000000,-10.000000,0.000000,45.409323,46.137179,46.135653,45.423056,0.264870,-0.000108,0.000000,0.000000
9.993000,-1.538206,-17.612339,-0.072232,-1.115050,-18.389105,0.000000,0.000000,-6.000000,0.000000,45.386435,46.314183,46.157015,45.247578,0.264870,-0.000131,0.000000,0.000000
10.043000,-1.352654,-15.149684,-0.072831,-0.734459,-15.091062,0.000000,0.000000,-2.000000,0.000000,46.143282,45.506981,45.401694,46.053254,0.264870,-0.000109,0.000000,0.000000
10.093000,-1.202391,-12.638113,-0.073340,-0.610205,-12.282429,0.000000,0.000000,-2.000000,0.000000,46.977951,44.628061,44.567025,46.932174,0.264870,-0.000097,0.000000,0.000000
10.143000,-1.107749,-11.108665,-0.073603,-0.426705,-10.525058,0.000000,0.000000,-6.000000,0.000000,46.572061,45.040055,44.979019,46.514076,0.264870,-0.000031,0.000000,0.000000
10.193000,-1.007901,-10.664717,-0.073693,-0.718600,-9.801851,0.000000,0.000000,-11.000000,0.000000,46.334020,45.210956,45.218585,46.343175,0.264870,-0.000009,0.000000,0.000000
10.243000,-0.911005,-11.083337,-0.073684,-0.400776,-10.611622,0.000000,0.000000,-15.000000,0.000000,46.242466,45.328450,45.310140,46.224155,0.264870,0.000006,0.000000,0.000000
10.293000,-0.842810,-12.110388,-0.073618,-0.209522,-11.946439,0.000000,0.000000,-19.000000,0.000000,46.295872,45.342184,45.259785,46.208896,0.264870,0.000017,0.000000,0.000000
10.343000,-0.785450,-13.659648,-0.073519,-0.323060,-13.786235,0.000000,0.000000,-23.000000,0.000000,45.555810,46.088350,45.998322,45.461204,0.264870,0.000028,0.000000,0.000000
10.393000,-0.717883,-15.604246,-0.073390,-0.535390,-16.032075,0.000000,0.000000,-27.000000,0.000000,46.123445,45.302510,45.430686,46.248569,0.264870,0.000027,0.000000,0.000000
10.443000,-0.609156,-17.866112,-0.073134,-0.540383,-18.792842,0.000000,0.000000,-31.000000,0.000000,46.108186,45.374228,45.448997,46.173800,0.264870,0.000065,0.000000,0.000000
10.493000,-0.525190,-20.434669,-0.072857,-0.396957,-21.788170,0.000000,0.000000,-36.000000,0.000000,45.694667,45.741970,45.860990,45.807584,0.264870,0.000044,0.000000,0.000000
10.543000,-0.424635,-23.191203,-0.072549,-0.709185,-25.017979,0.000000,0.000000,-40.000000,0.000000,46.079194,45.395590,45.477989,46.152438,0.264870,0.000074,0.000000,0.000000
10.593000,-0.282060,-25.592638,-0.072114,-0.577844,-27.858140,0.000000,0.000000,-36.000000,0.000000,44.922560,46.594949,46.636149,44.951553,0.264870,0.000084,0.000000,0.000000
10.643000,-0.209613,-26.779918,-0.071908,-0.394147,-29.173665,0.000000,0.000000,-32.000000,0.000000,45.621424,45.796902,45.932708,45.754177,0.264870,0.000018,0.000000,0.000000
10.693000,-0.166209,-27.017227,-0.071861,0.074441,-29.133798,0.000000,0.000000,-28.000000,0.000000,45.320821,46.353857,46.233310,45.197223,0.264870,-0.000001,0.000000,0.000000
10.743000,-0.151976,-26.531096,-0.071867,-0.271780,-28.395109,0.000000,0.000000,-24.000000,0.000000,45.188067,46.346227,46.364538,45.206378,0.264870,-0.000004,0.000000,0.000000
10.793000,-0.110141,-25.411522,-0.071917,-0.272013,-27.177704,0.000000,0.000000,-19.000000,0.000000,45.262837,46.301976,46.288243,45.252155,0.264870,-0.000012,0.000000,0.000000
10.841000,-0.019600,-23.862161,-0.072026,-0.715397,-25.093398,0.000000,0.000000,-15.000000,0.000000,45.278096,46.266880,46.271458,45.287251,0.264870,-0.000038,0.000000,0.000000
10.890000,0.079115,-21.863261,-0.072280,-0.482856,-22.532310,0.000000,0.000000,-11.000000,0.000000,45.793851,45.804532,45.754177,45.751125,0.264870,-0.000045,0.000000,0.000000
10.940000,0.135122,-19.547543,-0.072474,-0.001928,-19.443222,0.000000,0.000000,-7.000000,0.000000,46.114290,45.470359,45.436790,46.085298,0.264870,-0.000024,0.000000,0.000000
10.990000,0.143805,-17.060455,-0.072510,-0.052467,-16.328321,0.000000,0.000000,-3.000000,0.000000,45.488670,45.996796,46.063935,45.555810,0.264870,-0.000004,0.000000,0.000000
11.040000,0.110393,-14.437784,-0.072491,0.141371,-13.355338,0.000000,-1.000000,-1.000000,0.000000,47.289235,45.371176,44.263371,46.181430,0.264870,0.000005,-1.000000,0.000000
11.090000,-0.474110,-12.627168,-0.071591,-0.459485,-10.855553,0.000000,-6.000000,-6.000000,0.000000,47.049668,45.171283,44.519722,46.364538,0.264870,0.000265,-5.000000,0.000000
11.139000,-1.708443,-11.960436,-0.070408,-1.877029,-10.168482,0.000000,-10.000000,-10.000000,0.000000,46.704814,45.523766,44.863050,46.013581,0.264870,0.000180,-9.000000,0.000000
11.189000,-3.481038,-12.171104,-0.070420,-4.166134,-10.493705,0.000000,-14.000000,-14.000000,0.000000,46.784161,45.545129,44.760815,46.015106,0.264870,-0.000123,-13.000000,0.000000
11.239000,-5.608142,-13.081486,-0.072212,-6.648193,-11.577157,0.000000,-18.000000,-18.000000,0.000000,45.326925,45.734340,46.189059,45.853361,0.264870,-0.000512,-17.000000,0.000000
11.289000,-8.063620,-14.534602,-0.075934,-9.761834,-13.476989,0.000000,-22.000000,-22.000000,0.000000,46.353857,45.711452,45.133135,45.906767,0.264870,-0.000991,-22.000000,0.000000
11.339000,-10.737705,-16.375667,-0.081572,-12.697568,-15.837550,0.000000,-26.000000,-26.000000,0.000000,45.862516,45.656519,45.601587,45.986114,0.264870,-0.001288,-26.000000,0.000000
11.389000,-13.622129,-18.564696,-0.088926,-15.844166,-18.154173,0.000000,-31.000000,-31.000000,0.000000,46.179904,45.813687,45.259785,45.851835,0.264870,-0.001567,-30.000000,0.000000
11.439000,-16.674326,-21.042211,-0.097910,-19.486458,-21.228888,0.000000,-35.000000,-35.000000,0.000000,46.233310,45.697719,45.188067,45.986114,0.264870,-0.001813,-34.000000,0.000000
11.489000,-19.827919,-23.753235,-0.108046,-23.540890,-24.486420,0.000000,-39.000000,-39.000000,0.000000,46.309606,45.815213,45.088884,45.891508,0.264870,-0.002121,-38.000000,0.000000
11.539000,-22.746494,-26.358083,-0.118346,-26.514332,-27.286969,0.000000,-37.000000,-37.000000,0.000000,44.805066,46.007477,46.611734,45.680934,0.264870,-0.001723,-38.000000,0.000000
11.589000,-24.374517,-27.847145,-0.123267,-28.547463,-28.310963,0.000000,-33.000000,-33.000000,0.000000,44.606699,45.925078,46.901656,45.671778,0.264870,-0.000541,-33.000000,0.000000
11.639000,-24.896367,-28.393280,-0.124288,-28.890939,-28.678667,0.000000,-29.000000,-29.000000,0.000000,44.673838,45.894560,46.871138,45.664149,0.264870,-0.000081,-29.000000,0.000000
11.689000,-24.573080,-28.140625,-0.124404,-28.466762,-27.760218,0.000000,-24.000000,-24.000000,0.000000,44.776074,45.925078,46.775006,45.629053,0.264870,-0.000047,-25.000000,0.000000
11.739000,-23.516714,-27.285886,-0.125207,-26.892944,-26.478319,0.000000,-20.000000,-20.000000,0.000000,45.410849,45.981537,46.126497,45.586328,0.264870,-0.000249,-21.000000,0.000000
11.789000,-21.963727,-25.880415,-0.127456,-24.885951,-24.869235,0.000000,-16.000000,-16.000000,0.000000,44.875257,45.970855,46.636149,45.621424,0.264870,-0.000569,-17.000000,0.000000
11.838000,-20.052671,-24.084266,-0.131246,-22.603608,-22.606637,0.000000,-12.000000,-12.000000,0.000000,46.221103,45.845731,45.267414,45.770962,0.264870,-0.000906,-13.000000,0.000000
11.888000,-17.762937,-21.925120,-0.136769,-19.434500,-19.522798,0.000000,-8.000000,-8.000000,0.000000,45.183490,45.897612,46.280613,45.743496,0.264870,-0.001313,-8.000000,0.000000
11.938000,-15.258130,-19.544824,-0.143819,-16.533643,-16.633228,0.000000,-4.000000,-4.000000,0.000000,45.781643,45.888457,45.662623,45.772488,0.264870,-0.001537,-4.000000,0.000000
